id,price
388,5677.02
389,3757.41
390,1022.39
391,9971.93
392,1105.22
393,7439.43
394,10208.55
395,5957.56
396,6632.32
397,4024.26
398,5212.47
399,1880.74
400,3065.06
401,8189.38
402,1300.57
403,1632.2
404,5379.33
405,1973.03
406,5969.04
407,4310.58
408,3456.99
409,12160.17
410,1113.08
411,605.04
412,945.72
413,2155.83
414,999.75
415,783.18
416,1169.68
417,582.69
418,441.18
419,862.52
420,739.2
421,18320.43
422,348.53
423,5347.26
424,573.56
425,6941.61
426,781.44
427,701.88
428,576.98
429,7321.56
430,2079.95
431,727.98
432,550.51
433,3538.12
434,8380.27
435,3098.46
436,3391.35
437,1096.04
438,1707.44
439,1039.32
440,631.73
441,1586.92
442,7647.61
443,5877.21
444,3468.9
445,1146.92
446,1082.12
447,727.44
448,4314.4
449,2714.29
450,1048.29
451,870.44
452,3709.29
453,5116.09
454,1813.06
455,5371.01
456,14593.45
457,7658.59
458,15972.62
459,1721.48
460,551.91
461,3044.55
462,7867.77
463,83.76
464,411.26
465,1023.34
466,317.74
467,8482.51
468,5558.89
469,12939.33
470,4678.44
471,518.2
472,388.31
473,1883.01
474,537.08
475,2070.51
476,1010.2
477,3614.67
478,802.34
479,92.42
480,2197.77
481,818.94
482,3987.96
483,2418.83
484,1846.28
485,697.37
486,10.0
487,8520.9
488,653.47
489,814.67
490,1394.62
491,793.84
492,4234.99
493,376.87
494,1950.67
495,4581.12
496,11802.86
497,960.72
498,5445.57
499,3062.28
500,10810.78
501,173.75
502,677.29
503,1457.33
504,160.45
505,15804.13
506,2147.9
507,7711.66
508,5275.01
509,7131.82
510,7519.33
511,5881.67
512,4683.26
513,4783.88
514,3257.76
515,10547.21
516,512.91
517,19681.47
518,6358.6
519,877.56
520,9449.38
521,9252.94
522,4354.59
523,1346.23
524,12947.79
525,1052.37
526,1164.57
527,7547.85
528,6617.19
529,10432.25
530,3040.59
531,851.99
532,3410.87
533,3010.59
534,947.43
535,2085.65
536,3082.96
537,18006.74
538,2779.78
539,465.0
540,13994.11
541,892.07
542,2659.07
543,1372.64
544,644.46
545,5159.07
546,5242.97
547,821.68
548,2432.31
549,3089.55
550,5544.44
551,2076.82
552,12928.43
553,20108.17
554,3622.62
555,575.0
556,74.5
557,998.93
558,5302.32
559,12486.91
560,756.76
561,6838.5
562,6448.77
563,10139.94
564,607.16
565,579.9
566,2020.57
567,3334.2
568,1260.07
569,683.85
570,9339.82
571,1000.58
572,1685.36
573,1641.6
574,613.44
575,4438.11
576,804.93
577,1181.44
578,2156.81
579,4602.16
580,4079.36
581,3222.53
582,3626.53
583,1292.51
584,410.89
585,5572.8
586,3688.38
587,2252.04
588,5246.75
589,494.44
590,1150.45
591,9976.9
592,1090.4
593,2420.27
594,3831.5
595,2469.47
596,9371.76
597,5054.62
598,7654.35
599,5911.56
600,6103.3
601,9250.06
602,3764.44
603,7240.94
604,5493.09
605,1390.88
606,2193.55
607,761.05
608,579.9
609,451.82
610,9052.37
611,426.85
612,731.79
613,14637.1
614,4083.7
615,8963.93
616,777.84
617,238.94
618,1054.85
619,3690.03
620,1954.14
621,4857.6
622,584.58
623,10611.14
624,17553.64
625,6926.4
626,3164.2
627,969.27
628,1328.88
629,10195.15
630,1947.27
631,833.21
632,1382.2
633,8807.27
634,6320.19
635,7228.49
636,5452.05
637,3801.55
638,3876.87
639,308.35
640,4611.97
641,5057.09
642,3958.85
643,2094.6
644,9483.17
645,593.51
646,575.11
647,3288.08
648,556.33
649,605.0
650,667.87
651,865.09
652,9458.91
653,4042.97
654,4091.55
655,4833.96
656,2700.12
657,7662.42
658,524.1
659,16392.2
660,7694.04
661,1401.78
662,606.3
663,4394.46
664,1000.08
665,5378.45
666,1453.26
667,11537.04
668,657.79
669,953.69
670,7970.1
671,12465.45
672,3189.96
673,228.21
674,826.91
675,618.22
676,7786.07
677,6702.22
678,16107.82
679,3349.82
680,18288.45
681,622.44
682,788.78
683,3872.47
684,4960.36
685,15815.24
686,2496.06
687,7430.51
688,9839.16
689,2615.1
690,2595.97
691,1316.92
692,995.24
693,8824.19
694,274.1
695,5716.52
696,8290.06
697,761.83
698,887.85
699,6506.59
700,535.33
701,916.52
702,8228.04
703,345.14
704,6369.46
705,643.45
706,600.84
707,11630.08
708,907.63
709,5605.24
710,10742.42
711,6077.16
712,1245.16
713,408.03
714,4841.09
715,23096.3
716,736.66
717,8301.58
718,7934.64
719,9499.91
720,17612.93
721,483.64
722,645.7
723,6202.23
724,3796.21
725,569.89
726,404.37
727,3180.81
728,4179.62
729,203.51
730,1198.2
731,1295.65
732,13350.4
733,7422.61
734,308.03
735,2325.48
736,8536.5
737,738.27
738,12732.12
739,2250.64
740,4320.28
741,2383.73
742,8783.08
743,779.32
744,2765.93
745,4374.42
746,7036.45
747,621.58
748,2597.18
749,4830.84
750,601.02
751,9036.75
752,1327.13
753,989.93
754,5654.03
755,557.78
756,15018.6
757,6254.48
758,5727.99
759,3662.76
760,2358.49
761,6243.8
762,11615.74
763,5273.03
764,275.61
765,1294.43
766,8439.33
767,2657.18
768,2580.04
769,631.64
770,1541.0
771,8335.45
772,10470.72
773,6765.35
774,459.34
775,1300.45
776,4185.16
777,476.62
778,7719.19
779,4134.46
780,5606.46
781,718.46
782,4433.41
783,692.55
784,10249.58
785,4500.73
786,5980.77
787,3040.06
788,462.94
789,710.5
790,830.32
791,11739.78
792,483.54
793,4887.69
794,563.04
795,584.07
796,1389.77
797,297.42
798,9111.25
799,876.11
800,1082.06
801,6154.12
802,5056.51
803,1076.8
804,686.16
805,3137.52
806,10628.45
807,624.88
808,13710.53
809,637.19
810,8233.46
811,1307.86
812,1850.87
813,1737.78
814,3326.52
815,4154.83
816,678.16
817,824.2
818,685.19
819,684.7
820,2848.32
821,562.8
822,4254.19
823,5159.39
824,3257.49
825,629.61
826,8470.98
827,8318.03
828,147.35
829,5463.0
830,505.06
831,602.2
832,931.14
833,391.08
834,5077.03
835,1961.24
836,7448.56
837,3032.83
838,455.29
839,1673.58
840,516.39
841,574.58
842,5025.4
843,5184.49
844,847.19
845,1333.99
846,355.16
847,513.08
848,629.08
849,3113.62
850,316.1
851,4151.14
852,19121.77
853,698.15
854,20963.09
855,389.12
856,3955.93
857,4755.45
858,585.46
859,1139.67
860,1844.09
861,6041.59
862,6687.35
863,4132.21
864,6780.48
865,1164.3
866,12115.82
867,9361.45
868,7769.18
869,10381.29
870,21528.04
871,1496.45
872,2769.69
873,7483.67
874,5896.47
875,4463.97
876,12279.41
877,4202.67
878,2120.14
879,834.04
880,10447.63
881,2376.26
882,5855.11
883,8724.06
884,16770.76
885,6781.2
886,1692.66
887,3063.07
888,476.99
889,9298.43
890,3123.21
891,23564.6
892,4005.99
893,4945.88
894,765.21
895,2281.53
896,842.29
897,7316.54
898,1431.8
899,8063.45
900,1673.38
901,2936.37
902,1023.98
903,239.5
904,1121.54
905,1356.9
906,2093.39
907,1225.29
908,1309.98
909,2071.88
910,5127.23
911,8045.4
912,7368.33
913,13404.5
914,8638.63
915,600.48
916,2763.2
917,3810.49
918,4986.15
919,3481.19
920,2461.05
921,939.45
922,1364.94
923,10811.29
924,585.66
925,737.94
926,7862.1
927,6675.94
928,1216.61
929,6504.4
930,2572.41
931,178.96
932,12034.38
933,2176.74
934,3264.4
935,7224.32
936,4106.25
937,7673.64
938,6759.29
939,5593.99
940,5100.91
941,10307.01
942,1412.39
943,712.61
944,1365.79
945,6509.71
946,8653.02
947,6790.1
948,2761.06
949,417.91
950,688.26
951,5174.33
952,11573.73
953,7187.24
954,490.52
955,5937.25
956,991.68
957,1031.23
958,3541.0
959,1442.52
960,9054.18
961,10294.55
962,660.27
963,1260.97
964,9717.4
965,2996.31
966,12632.04
967,8844.47
968,290.89
969,618.38
970,12009.34
971,1970.38
972,4332.81
973,5599.84
974,11457.97
975,325.13
976,4619.14
977,375.93
978,5598.79
979,3684.58
980,7694.97
981,541.86
982,4977.08
983,12310.68
984,764.05
985,951.41
986,10684.19
987,964.26
988,22179.78
989,5998.77
990,675.18
991,7182.34
992,2140.93
993,1841.72
994,1300.22
995,4822.41
996,6647.35
997,6848.4
998,7772.31
999,6929.29
1000,4928.03
1001,1261.92
1002,8940.14
1003,5432.52
1004,2418.56
1005,9341.84
1006,4484.56
1007,1698.59
1008,3709.36
1009,7137.69
1010,5087.21
1011,583.39
1012,1250.71
1013,1501.75
1014,967.34
1015,2703.27
1016,588.29
1017,10944.91
1018,1377.93
1019,1091.72
1020,7247.49
1021,846.2
1022,5344.47
1023,17055.65
1024,781.55
1025,728.75
1026,7603.25
1027,2300.06
1028,3961.28
1029,3457.36
1030,8345.45
1031,190.47
1032,4620.65
1033,719.25
1034,272.25
1035,891.65
1036,6048.87
1037,577.34
1038,8273.67
1039,6532.45
1040,8696.7
1041,10423.17
1042,9709.36
1043,506.38
1044,3103.49
1045,6095.43
1046,7250.32
1047,719.02
1048,1170.12
1049,809.44
1050,887.03
1051,952.95
1052,5570.78
1053,699.18
1054,220.39
1055,690.07
1056,604.32
1057,3882.5
1058,11885.99
1059,6357.29
1060,893.91
1061,604.92
1062,1409.11
1063,7051.18
1064,856.63
1065,8207.03
1066,4584.25
1067,1296.27
1068,2898.73
1069,1105.61
1070,4438.18
1071,7767.55
1072,4669.03
1073,6733.73
1074,10906.75
1075,3986.34
1076,1459.78
1077,1505.82
1078,8408.55
1079,6205.18
1080,3833.71
1081,1025.26
1082,2154.17
1083,1866.81
1084,401.97
1085,434.43
1086,431.62
1087,975.33
1088,234.36
1089,2797.81
1090,2785.96
1091,2547.08
1092,3533.24
1093,3607.2
1094,14475.76
1095,5423.45
1096,14449.53
1097,4483.5
1098,10621.59
1099,1158.59
1100,4313.33
1101,482.97
1102,18778.35
1103,7050.7
1104,532.44
1105,6049.41
1106,2668.08
1107,2091.16
1108,530.59
1109,5310.19
1110,9665.12
1111,10459.03
1112,192.78
1113,15694.22
1114,497.88
1115,8236.46
1116,1213.06
1117,5755.42
1118,830.56
1119,736.72
1120,1419.58
1121,16308.39
1122,6127.12
1123,6613.38
1124,9426.31
1125,9915.16
1126,8592.05
1127,322.13
1128,624.09
1129,944.33
1130,3040.51
1131,960.85
1132,671.62
1133,790.31
1134,11706.34
1135,623.87
1136,783.52
1137,2444.89
1138,641.16
1139,594.28
1140,4842.94
1141,4998.41
1142,2460.17
1143,1115.5
1144,3505.56
1145,1252.88
1146,1321.61
1147,2098.29
1148,1605.28
1149,7795.19
1150,2513.31
1151,7725.8
1152,12663.18
1153,12729.78
1154,2343.23
1155,2095.92
1156,954.4
1157,643.14
1158,6690.23
1159,7429.13
1160,7189.28
1161,10234.42
1162,4547.86
1163,10.0
1164,7056.2
1165,273.66
1166,3709.06
1167,14995.34
1168,805.26
1169,1867.49
1170,5747.61
1171,2828.69
1172,468.96
1173,6829.71
1174,546.31
1175,1091.0
1176,2901.4
1177,4245.46
1178,5725.46
1179,1631.29
1180,8063.15
1181,10175.26
1182,12357.93
1183,20581.67
1184,2666.21
1185,4461.72
1186,7498.72
1187,3846.0
1188,1395.23
1189,2105.14
1190,2251.82
1191,3222.71
1192,4935.74
1193,2966.91
1194,13506.89
1195,3371.76
1196,8552.01
1197,119.42
1198,929.54
1199,3645.7
1200,2715.98
1201,2831.8
1202,8124.18
1203,7769.77
1204,6375.75
1205,1490.21
1206,1152.48
1207,328.42
1208,788.52
1209,1716.18
1210,11265.5
1211,917.22
1212,10143.58
1213,709.88
1214,1812.79
1215,7250.65
1216,1075.73
1217,12676.68
1218,5233.99
1219,1280.34
1220,342.83
1221,7561.21
1222,7707.33
1223,5131.61
1224,2939.57
1225,902.23
1226,1781.23
1227,222.11
1228,1028.42
1229,911.68
1230,766.63
1231,180.32
1232,11051.93
1233,7414.38
1234,22654.44
1235,585.96
1236,4326.74
1237,4428.45
1238,619.25
1239,3224.38
1240,2841.89
1241,440.72
1242,1127.38
1243,5980.0
1244,12792.15
1245,349.06
1246,1145.08
1247,843.62
1248,6679.21
1249,2674.54
1250,6423.48
1251,19895.17
1252,11192.0
1253,2705.13
1254,8357.88
1255,4020.32
1256,3462.89
1257,6029.85
1258,4172.44
1259,702.46
1260,9342.71
1261,1588.19
1262,12729.97
1263,5345.49
1264,6180.72
1265,5516.59
1266,6108.57
1267,18669.57
1268,17659.56
1269,525.91
1270,12370.76
1271,8699.3
1272,778.51
1273,14615.45
1274,3044.3
1275,5515.43
1276,76.13
1277,8452.3
1278,8018.89
1279,994.94
1280,393.04
1281,11216.47
1282,653.29
1283,916.5
1284,1243.67
1285,1817.46
1286,2301.54
1287,2013.52
1288,9557.37
1289,579.07
1290,876.93
1291,4533.37
1292,8679.58
1293,3698.51
1294,9761.53
1295,4525.67
1296,3698.04
1297,825.62
1298,10430.74
1299,655.19
1300,3385.74
1301,5770.59
1302,3500.74
1303,18848.75
1304,1310.93
1305,11449.02
1306,510.57
1307,6044.79
1308,6844.04
1309,520.11
1310,2559.23
1311,13034.87
1312,515.74
1313,9345.98
1314,498.55
1315,10047.02
1316,714.17
1317,11330.23
1318,5673.46
1319,1462.37
1320,766.54
1321,476.24
1322,3551.7
1323,2564.74
1324,8470.7
1325,3900.47
1326,2145.51
1327,1628.08
1328,15816.26
1329,1051.86
1330,2365.37
1331,505.57
1332,4813.97
1333,1516.71
1334,8554.59
1335,7618.99
1336,5098.75
1337,7509.2
1338,8119.83
1339,615.65
1340,6623.55
1341,5768.2
1342,14719.98
1343,10807.3
1344,2025.61
1345,4157.58
1346,4990.63
1347,18923.16
1348,3378.46
1349,470.82
1350,6484.39
1351,116.16
1352,13307.74
1353,6661.66
1354,222.83
1355,578.48
1356,735.48
1357,544.35
1358,4973.02
1359,17280.89
1360,1497.24
1361,722.25
1362,767.33
1363,954.01
1364,400.79
1365,3388.63
1366,7750.67
1367,3973.41
1368,1039.67
1369,13049.8
1370,7177.31
1371,6160.36
1372,6832.18
1373,17653.92
1374,5703.69
1375,4766.1
1376,18640.45
1377,359.05
1378,7265.29
1379,1089.14
1380,1770.24
1381,10966.71
1382,5498.68
1383,659.06
1384,2727.15
1385,529.32
1386,3112.5
1387,869.08
1388,2777.02
1389,3538.58
1390,2017.3
1391,1205.38
1392,817.26
1393,5826.47
1394,2236.27
1395,18222.46
1396,1218.28
1397,19453.57
1398,3397.62
1399,7496.13
1400,509.73
1401,3414.34
1402,533.11
1403,322.18
1404,1502.4
1405,5183.12
1406,1502.88
1407,4640.93
1408,636.26
1409,7520.79
1410,6400.17
1411,3597.56
1412,538.82
1413,9574.09
1414,8892.55
1415,2398.56
1416,1538.67
1417,10244.73
1418,4661.25
1419,2432.74
1420,748.33
1421,960.66
1422,941.83
1423,1689.39
1424,989.61
1425,4800.76
1426,6105.28
1427,4646.28
1428,457.86
1429,18791.38
1430,7728.53
1431,465.89
1432,1171.9
1433,3852.01
1434,2164.78
1435,959.68
1436,6215.12
1437,3026.17
1438,3531.74
1439,2600.47
1440,1052.16
1441,6710.83
1442,5221.45
1443,8553.77
1444,2691.32
1445,5937.82
1446,3773.49
1447,17912.12
1448,541.35
1449,2199.96
1450,330.28
1451,8311.6
1452,1239.06
1453,6281.39
1454,2967.44
1455,733.75
1456,9273.55
1457,1414.13
1458,806.2
1459,2615.33
1460,665.16
1461,610.32
1462,9458.5
1463,2210.0
1464,431.19
1465,503.87
1466,1485.84
1467,729.05
1468,915.49
1469,6086.09
1470,20351.27
1471,457.84
1472,6468.86
1473,490.77
1474,3435.67
1475,1253.23
1476,2147.12
1477,9741.58
1478,3602.54
1479,1056.53
1480,537.97
1481,1671.61
1482,1610.31
1483,2373.61
1484,1202.57
1485,5183.05
1486,801.77
1487,2254.41
1488,6684.92
1489,566.75
1490,8824.29
1491,489.08
1492,16070.98
1493,10837.3
1494,4812.43
1495,7917.79
1496,577.45
1497,16536.27
1498,975.2
1499,3564.19
1500,12267.12
1501,632.72
1502,15728.21
1503,10162.05
1504,5160.06
1505,10.0
1506,6925.62
1507,1657.83
1508,7634.39
1509,14367.69
1510,6423.03
1511,1853.95
1512,5033.21
1513,917.35
1514,7286.4
1515,11602.39
1516,2072.38
1517,5116.15
1518,873.84
1519,5227.42
1520,2666.94
1521,5166.73
1522,1493.7
1523,815.22
1524,1617.21
1525,3128.22
1526,1571.01
1527,1473.43
1528,14365.24
1529,2554.05
1530,8331.59
1531,6032.22
1532,5180.48
1533,288.35
1534,1480.97
1535,6865.72
1536,5154.28
1537,462.83
1538,1316.26
1539,6250.82
1540,4717.1
1541,478.41
1542,7558.91
1543,1879.7
1544,3545.59
1545,1735.52
1546,7242.1
1547,8775.26
1548,4473.1
1549,4216.92
1550,1959.11
1551,14017.8
1552,2734.08
1553,15166.38
1554,17338.22
1555,10808.77
1556,959.98
1557,9538.79
1558,6822.23
1559,1160.57
1560,6485.53
1561,7923.31
1562,3166.6
1563,11687.82
1564,7847.25
1565,5683.1
1566,12275.69
1567,746.24
1568,3342.07
1569,6390.68
1570,1372.95
1571,4180.27
1572,524.65
1573,197.99
1574,6699.58
1575,1500.9
1576,2540.03
1577,9005.69
1578,2171.39
1579,3748.31
1580,5042.71
1581,6185.99
1582,7346.81
1583,9284.73
1584,2050.99
1585,5279.39
1586,3564.45
1587,18334.03
1588,3573.63
1589,2408.36
1590,13574.68
1591,4471.57
1592,13260.03
1593,807.22
1594,523.58
1595,648.94
1596,4277.01
1597,4471.38
1598,3951.15
1599,7982.01
1600,5208.41
1601,5587.76
1602,3726.07
1603,5477.46
1604,6523.54
1605,1561.52
1606,1116.78
1607,1552.1
1608,1114.38
1609,7618.44
1610,4025.51
1611,20834.74
1612,1760.43
1613,1878.02
1614,1724.88
1615,4661.56
1616,2764.73
1617,6173.51
1618,434.1
1619,860.36
1620,2773.21
1621,3080.75
1622,5397.76
1623,846.7
1624,5051.15
1625,525.24
1626,2444.08
1627,12268.77
1628,8174.77
1629,6648.16
1630,1853.86
1631,7684.88
1632,467.28
1633,209.74
1634,9831.81
1635,1437.81
1636,8041.01
1637,1842.08
1638,9358.4
1639,10104.11
1640,6486.93
1641,1624.61
1642,5792.49
1643,5908.6
1644,760.03
1645,5435.33
1646,469.53
1647,6532.81
1648,3887.43
1649,506.87
1650,2358.72
1651,890.41
1652,3304.29
1653,4996.15
1654,1236.24
1655,10273.46
1656,439.76
1657,3707.73
1658,17286.29
1659,16502.86
1660,5601.53
1661,498.92
1662,1067.06
1663,2206.49
1664,3844.39
1665,6086.0
1666,15195.24
1667,3569.56
1668,3451.85
1669,9737.29
1670,8399.23
1671,231.71
1672,1957.36
1673,235.22
1674,881.86
1675,2426.8
1676,8079.91
1677,24050.94
1678,6858.83
1679,3613.9
1680,613.77
1681,533.68
1682,5453.57
1683,4268.12
1684,2725.39
1685,4478.53
1686,6130.93
1687,3592.2
1688,5063.47
1689,8220.49
1690,13173.09
1691,1534.4
1692,873.71
1693,1617.02
1694,10034.3
1695,558.85
1696,3417.6
1697,1051.37
1698,2292.26
1699,4985.08
1700,2226.56
1701,1979.83
1702,8217.51
1703,643.36
1704,367.79
1705,15072.56
1706,12051.86
1707,979.84
1708,2118.13
1709,2812.88
1710,6100.37
1711,1386.0
1712,5861.04
1713,4835.13
1714,6922.77
1715,503.05
1716,1648.23
1717,21.95
1718,845.14
1719,396.81
1720,429.04
1721,910.5
1722,54.27
1723,6559.21
1724,2567.53
1725,1880.07
1726,3421.63
1727,1219.49
1728,414.38
1729,3269.52
1730,255.67
1731,522.16
1732,13093.64
1733,6650.44
1734,11627.14
1735,791.23
1736,3064.94
1737,5809.75
1738,2075.83
1739,577.15
1740,4352.96
1741,848.79
1742,933.05
1743,2674.89
1744,8019.51
1745,793.18
1746,497.11
1747,12981.41
1748,8688.59
1749,9774.34
1750,2852.1
1751,9557.44
1752,2100.8
1753,6726.72
1754,2910.72
1755,7371.35
1756,7968.14
1757,8296.94
1758,619.14
1759,7010.63
1760,525.82
1761,6983.58
1762,1938.22
1763,305.9
1764,733.4
1765,9225.64
1766,273.32
1767,4518.5
1768,3446.52
1769,543.4
1770,13110.77
1771,449.35
1772,538.2
1773,5189.81
1774,688.9
1775,2189.24
1776,2016.44
1777,532.02
1778,7437.94
1779,3738.41
1780,22442.94
1781,956.44
1782,11709.76
1783,505.81
1784,1997.01
1785,9807.31
1786,3308.1
1787,615.81
1788,16549.77
1789,848.25
1790,2951.02
1791,690.07
1792,1417.62
1793,7681.79
1794,7188.9
1795,2325.71
1796,7892.63
1797,879.51
1798,462.98
1799,8156.18
1800,437.4
1801,2995.29
1802,582.79
1803,1506.35
1804,13373.61
1805,725.27
1806,1369.18
1807,97.22
1808,521.48
1809,416.9
1810,5881.88
1811,3399.2
1812,1670.96
1813,432.28
1814,1035.01
1815,3224.3
1816,2784.76
1817,645.37
1818,9077.06
1819,3644.71
1820,746.25
1821,2421.36
1822,6716.25
1823,8971.74
1824,865.92
1825,14765.94
1826,3175.83
1827,1686.34
1828,489.44
1829,309.58
1830,1271.24
1831,4570.63
1832,1843.81
1833,4543.13
1834,3054.24
1835,2703.49
1836,9974.63
1837,1454.3
1838,1051.53
1839,2623.68
1840,6653.07
1841,2124.14
1842,1626.86
1843,7274.03
1844,8954.46
1845,2534.27
1846,572.98
1847,7192.48
1848,5550.88
1849,808.35
1850,2594.51
1851,7089.32
1852,7076.25
1853,2729.27
1854,1386.46
1855,1238.72
1856,8236.58
1857,2875.86
1858,1394.32
1859,3758.82
1860,5423.74
1861,9111.9
1862,692.49
1863,1492.12
1864,6659.81
1865,7278.6
1866,8719.85
1867,221.0
1868,2920.08
1869,9085.57
1870,16376.02
1871,796.65
1872,8426.57
1873,487.41
1874,10680.25
1875,522.33
1876,718.67
1877,3475.96
1878,15336.28
1879,6179.42
1880,2046.03
1881,9198.91
1882,7410.34
1883,7282.38
1884,1681.86
1885,528.14
1886,1006.63
1887,2516.7
1888,3473.52
1889,8619.4
1890,620.16
1891,7423.16
1892,10983.87
1893,2030.32
1894,1520.71
1895,1520.42
1896,1304.29
1897,77.07
1898,5365.88
1899,1342.56
1900,3264.13
1901,3876.01
1902,548.14
1903,5980.88
1904,1079.46
1905,497.93
1906,7323.44
1907,2220.11
1908,2719.98
1909,181.18
1910,332.08
1911,1170.27
1912,669.22
1913,8703.34
1914,1047.83
1915,8872.55
1916,5472.28
1917,437.12
1918,2105.0
1919,7381.83
1920,7478.57
1921,981.75
1922,3989.17
1923,7617.26
1924,1988.1
1925,6999.81
1926,12066.92
1927,1439.44
1928,2585.46
1929,718.07
1930,3853.72
1931,4581.53
1932,1727.87
1933,5358.68
1934,404.31
1935,1003.07
1936,17475.58
1937,7380.76
